@RELATION empleo_recomendacion_simplificado

@ATTRIBUTE tipo_empleo_oferta {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE modalidad_oferta {Presencial, Remoto, Hibrido}
@ATTRIBUTE tipo_contrato_oferta {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_requerida NUMERIC
@ATTRIBUTE nivel_estudio_requerido {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_oferta {Tecnologia, Educacion, Salud, Construccion, Otros}

@ATTRIBUTE tipo_empleo_deseado {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE preferencia_modalidad {Presencial, Remoto, Hibrido}
@ATTRIBUTE preferencia_contrato {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_persona NUMERIC
@ATTRIBUTE nivel_estudio_persona {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_persona {Tecnologia, Educacion, Salud, Construccion, Otros}
@ATTRIBUTE edad_persona NUMERIC

@ATTRIBUTE coincide_tipo_empleo {Si, No}
@ATTRIBUTE coincide_modalidad {Si, No}
@ATTRIBUTE coincide_contrato {Si, No}
@ATTRIBUTE coincide_estudios {Si, No}
@ATTRIBUTE coincide_sector {Si, No}
@ATTRIBUTE experiencia_suficiente {Si, No}

@ATTRIBUTE compatible {Si, No}

@DATA
Temporal,Hibrido,Practicas,3,Tecnico,Construccion,Tiempo_Completo,Presencial,Indefinido,6,Tecnico,Salud,57,No,No,No,Si,No,Si,No
Tiempo_Completo,Remoto,Indefinido,5,Master,Tecnologia,Medio_Tiempo,Presencial,Obra_Servicio,5,Master,Construccion,36,No,No,No,Si,No,Si,No
Por_Horas,Hibrido,Practicas,5,Doctorado,Construccion,Por_Horas,Remoto,Obra_Servicio,2,Tecnico,Otros,51,Si,No,No,No,No,No,No
Temporal,Hibrido,Practicas,1,Grado,Construccion,Por_Horas,Remoto,Practicas,2,Doctorado,Construccion,48,No,No,Si,Si,Si,Si,Si
Por_Horas,Presencial,Indefinido,2,Doctorado,Otros,Medio_Tiempo,Presencial,Indefinido,6,Tecnico,Educacion,51,No,Si,Si,No,No,Si,No
Temporal,Hibrido,Obra_Servicio,2,Doctorado,Tecnologia,Por_Horas,Presencial,Indefinido,4,Grado,Salud,36,No,No,No,No,No,Si,No
Tiempo_Completo,Remoto,Obra_Servicio,4,Bachillerato,Salud,Tiempo_Completo,Presencial,Obra_Servicio,5,Master,Construccion,30,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Presencial,Obra_Servicio,2,Grado,Salud,Medio_Tiempo,Hibrido,Obra_Servicio,2,Bachillerato,Otros,45,No,No,Si,No,No,Si,No
Medio_Tiempo,Hibrido,Practicas,2,Grado,Tecnologia,Medio_Tiempo,Hibrido,Indefinido,5,Grado,Construccion,35,Si,Si,No,Si,No,Si,Si
Por_Horas,Remoto,Practicas,4,Bachillerato,Salud,Por_Horas,Remoto,Indefinido,6,Grado,Tecnologia,48,Si,Si,No,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,6,Tecnico,Construccion,Temporal,Presencial,Practicas,4,Doctorado,Salud,36,No,No,No,Si,No,No,No
Tiempo_Completo,Presencial,Indefinido,2,Bachillerato,Otros,Tiempo_Completo,Presencial,Obra_Servicio,4,Grado,Tecnologia,51,Si,Si,No,Si,No,Si,Si
Temporal,Presencial,Practicas,6,Doctorado,Otros,Por_Horas,Presencial,Practicas,1,Doctorado,Construccion,35,No,Si,Si,Si,No,No,No
Tiempo_Completo,Hibrido,Practicas,5,Bachillerato,Educacion,Medio_Tiempo,Remoto,Obra_Servicio,5,Tecnico,Salud,46,No,No,No,Si,No,Si,No
Por_Horas,Presencial,Obra_Servicio,2,Bachillerato,Construccion,Medio_Tiempo,Presencial,Obra_Servicio,5,Tecnico,Construccion,55,No,Si,Si,Si,Si,Si,Si
Tiempo_Completo,Remoto,Indefinido,4,Bachillerato,Otros,Tiempo_Completo,Hibrido,Indefinido,4,Tecnico,Educacion,33,Si,No,Si,Si,No,Si,Si
Temporal,Hibrido,Practicas,5,Master,Otros,Medio_Tiempo,Hibrido,Practicas,3,Tecnico,Tecnologia,55,No,Si,Si,No,No,No,No
Por_Horas,Hibrido,Indefinido,4,Doctorado,Tecnologia,Por_Horas,Hibrido,Indefinido,5,Bachillerato,Otros,33,Si,Si,Si,No,No,Si,Si
Medio_Tiempo,Remoto,Indefinido,2,Grado,Educacion,Por_Horas,Presencial,Obra_Servicio,3,Grado,Salud,24,No,No,No,Si,No,Si,No
Medio_Tiempo,Remoto,Indefinido,5,Tecnico,Educacion,Temporal,Hibrido,Practicas,4,Bachillerato,Construccion,26,No,No,No,No,No,No,No
Temporal,Presencial,Practicas,3,Tecnico,Salud,Tiempo_Completo,Remoto,Practicas,3,Grado,Salud,33,No,No,Si,Si,Si,Si,Si
Por_Horas,Remoto,Practicas,2,Grado,Educacion,Temporal,Remoto,Practicas,2,Tecnico,Educacion,35,No,Si,Si,No,Si,Si,Si
Tiempo_Completo,Remoto,Indefinido,1,Grado,Educacion,Tiempo_Completo,Remoto,Practicas,6,Grado,Salud,48,Si,Si,No,Si,No,Si,Si
Tiempo_Completo,Presencial,Practicas,5,Bachillerato,Otros,Medio_Tiempo,Remoto,Practicas,1,Master,Tecnologia,54,No,No,Si,Si,No,No,No
Medio_Tiempo,Remoto,Practicas,2,Bachillerato,Educacion,Medio_Tiempo,Hibrido,Practicas,3,Tecnico,Construccion,31,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Indefinido,6,Grado,Salud,Por_Horas,Hibrido,Obra_Servicio,2,Doctorado,Construccion,46,No,No,No,Si,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,4,Bachillerato,Construccion,Tiempo_Completo,Presencial,Practicas,6,Master,Educacion,43,No,No,No,Si,No,Si,No
Tiempo_Completo,Presencial,Obra_Servicio,2,Master,Construccion,Temporal,Remoto,Indefinido,1,Grado,Otros,32,No,No,No,No,No,No,No
Por_Horas,Remoto,Practicas,5,Bachillerato,Salud,Tiempo_Completo,Presencial,Obra_Servicio,1,Bachillerato,Salud,59,No,No,No,Si,Si,No,No
Medio_Tiempo,Hibrido,Obra_Servicio,5,Bachillerato,Salud,Medio_Tiempo,Hibrido,Practicas,6,Tecnico,Otros,24,Si,Si,No,Si,No,Si,Si
Por_Horas,Remoto,Practicas,1,Grado,Otros,Tiempo_Completo,Hibrido,Obra_Servicio,5,Grado,Construccion,31,No,No,No,Si,No,Si,No
Por_Horas,Remoto,Obra_Servicio,4,Grado,Otros,Medio_Tiempo,Remoto,Obra_Servicio,6,Grado,Otros,57,No,Si,Si,Si,Si,Si,Si
Por_Horas,Remoto,Obra_Servicio,6,Doctorado,Tecnologia,Tiempo_Completo,Presencial,Practicas,2,Tecnico,Construccion,49,No,No,No,No,No,No,No
Por_Horas,Remoto,Practicas,6,Grado,Construccion,Tiempo_Completo,Presencial,Practicas,6,Bachillerato,Construccion,28,No,No,Si,No,Si,Si,No
Temporal,Presencial,Indefinido,1,Grado,Construccion,Temporal,Hibrido,Indefinido,3,Doctorado,Educacion,50,Si,No,Si,Si,No,Si,Si
Temporal,Presencial,Obra_Servicio,5,Bachillerato,Otros,Tiempo_Completo,Remoto,Indefinido,4,Master,Educacion,38,No,No,No,Si,No,No,No
Temporal,Presencial,Obra_Servicio,3,Master,Salud,Temporal,Presencial,Obra_Servicio,3,Tecnico,Salud,30,Si,Si,Si,No,Si,Si,Si
Medio_Tiempo,Presencial,Practicas,2,Bachillerato,Tecnologia,Tiempo_Completo,Presencial,Practicas,5,Bachillerato,Otros,32,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Indefinido,4,Master,Construccion,Temporal,Hibrido,Obra_Servicio,5,Doctorado,Salud,46,No,Si,No,Si,No,Si,No
Tiempo_Completo,Remoto,Practicas,3,Grado,Tecnologia,Tiempo_Completo,Presencial,Practicas,5,Tecnico,Tecnologia,35,Si,No,Si,No,Si,Si,Si
Temporal,Remoto,Indefinido,2,Doctorado,Salud,Por_Horas,Remoto,Practicas,2,Grado,Tecnologia,49,No,Si,No,No,No,Si,No
Por_Horas,Hibrido,Practicas,5,Bachillerato,Salud,Medio_Tiempo,Hibrido,Practicas,3,Doctorado,Salud,37,No,Si,Si,Si,Si,No,Si
Medio_Tiempo,Hibrido,Indefinido,3,Grado,Otros,Tiempo_Completo,Presencial,Obra_Servicio,2,Master,Educacion,24,No,No,No,Si,No,No,No
Temporal,Remoto,Practicas,2,Master,Tecnologia,Medio_Tiempo,Presencial,Obra_Servicio,4,Bachillerato,Otros,56,No,No,No,No,No,Si,No
Temporal,Presencial,Obra_Servicio,5,Bachillerato,Construccion,Tiempo_Completo,Hibrido,Obra_Servicio,3,Bachillerato,Educacion,59,No,No,Si,Si,No,No,No
Medio_Tiempo,Presencial,Indefinido,6,Grado,Construccion,Medio_Tiempo,Presencial,Practicas,6,Grado,Construccion,36,Si,Si,No,Si,Si,Si,Si
Temporal,Hibrido,Practicas,4,Tecnico,Construccion,Temporal,Hibrido,Practicas,2,Master,Construccion,36,Si,Si,Si,Si,Si,No,Si
Por_Horas,Presencial,Obra_Servicio,4,Grado,Otros,Medio_Tiempo,Hibrido,Practicas,4,Doctorado,Educacion,28,No,No,No,Si,No,Si,No
Por_Horas,Presencial,Practicas,1,Bachillerato,Tecnologia,Medio_Tiempo,Presencial,Indefinido,5,Grado,Tecnologia,32,No,Si,No,Si,Si,Si,Si
Tiempo_Completo,Hibrido,Indefinido,1,Grado,Educacion,Tiempo_Completo,Hibrido,Indefinido,4,Master,Tecnologia,36,Si,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Indefinido,1,Master,Educacion,Por_Horas,Presencial,Indefinido,3,Grado,Tecnologia,59,No,No,Si,No,No,Si,No
Tiempo_Completo,Remoto,Obra_Servicio,1,Tecnico,Construccion,Temporal,Presencial,Indefinido,1,Doctorado,Educacion,31,No,No,No,Si,No,Si,No
Tiempo_Completo,Remoto,Obra_Servicio,4,Tecnico,Salud,Temporal,Remoto,Practicas,4,Tecnico,Educacion,43,No,Si,No,Si,No,Si,No
Tiempo_Completo,Remoto,Practicas,1,Tecnico,Salud,Por_Horas,Remoto,Practicas,4,Doctorado,Construccion,57,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Practicas,6,Bachillerato,Educacion,Medio_Tiempo,Presencial,Indefinido,1,Grado,Salud,44,Si,Si,No,Si,No,No,No
Medio_Tiempo,Hibrido,Obra_Servicio,2,Bachillerato,Salud,Tiempo_Completo,Hibrido,Obra_Servicio,5,Master,Otros,35,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Indefinido,6,Grado,Otros,Por_Horas,Remoto,Practicas,1,Bachillerato,Educacion,59,No,No,No,No,No,No,No
Temporal,Remoto,Practicas,1,Bachillerato,Tecnologia,Medio_Tiempo,Presencial,Practicas,5,Master,Tecnologia,25,No,No,Si,Si,Si,Si,Si
Por_Horas,Presencial,Practicas,5,Grado,Salud,Por_Horas,Remoto,Practicas,5,Grado,Construccion,48,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Indefinido,3,Doctorado,Educacion,Temporal,Remoto,Indefinido,6,Doctorado,Construccion,57,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Indefinido,1,Master,Educacion,Tiempo_Completo,Remoto,Indefinido,5,Doctorado,Construccion,44,Si,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Obra_Servicio,2,Grado,Construccion,Medio_Tiempo,Remoto,Obra_Servicio,4,Doctorado,Salud,60,No,No,Si,Si,No,Si,No
Temporal,Presencial,Obra_Servicio,6,Grado,Salud,Por_Horas,Hibrido,Obra_Servicio,5,Doctorado,Construccion,59,No,No,Si,Si,No,No,No
Tiempo_Completo,Hibrido,Obra_Servicio,4,Bachillerato,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,5,Tecnico,Tecnologia,40,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,2,Master,Educacion,Por_Horas,Presencial,Indefinido,3,Grado,Educacion,22,Si,No,Si,No,Si,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,3,Doctorado,Tecnologia,Tiempo_Completo,Presencial,Obra_Servicio,3,Bachillerato,Construccion,42,Si,No,Si,No,No,Si,No
Tiempo_Completo,Presencial,Indefinido,1,Bachillerato,Salud,Medio_Tiempo,Presencial,Indefinido,6,Tecnico,Educacion,22,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,1,Grado,Construccion,Por_Horas,Remoto,Obra_Servicio,1,Master,Construccion,40,No,Si,Si,Si,Si,Si,Si
Tiempo_Completo,Remoto,Indefinido,5,Doctorado,Educacion,Por_Horas,Hibrido,Obra_Servicio,1,Tecnico,Educacion,57,No,No,No,No,Si,No,No
Temporal,Remoto,Indefinido,1,Bachillerato,Salud,Temporal,Remoto,Indefinido,3,Grado,Educacion,42,Si,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Indefinido,6,Tecnico,Otros,Por_Horas,Hibrido,Practicas,6,Doctorado,Tecnologia,60,No,No,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Practicas,1,Tecnico,Construccion,Medio_Tiempo,Remoto,Practicas,6,Master,Otros,56,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Obra_Servicio,5,Tecnico,Construccion,Tiempo_Completo,Remoto,Obra_Servicio,1,Doctorado,Salud,48,Si,Si,Si,Si,No,No,Si
Por_Horas,Hibrido,Indefinido,2,Bachillerato,Construccion,Por_Horas,Remoto,Indefinido,4,Master,Salud,22,Si,No,Si,Si,No,Si,Si
Temporal,Hibrido,Indefinido,1,Grado,Construccion,Medio_Tiempo,Hibrido,Practicas,5,Doctorado,Construccion,23,No,Si,No,Si,Si,Si,Si
Por_Horas,Presencial,Practicas,1,Grado,Educacion,Tiempo_Completo,Hibrido,Indefinido,5,Bachillerato,Educacion,54,No,No,No,No,Si,Si,No
Por_Horas,Remoto,Practicas,4,Grado,Construccion,Medio_Tiempo,Remoto,Practicas,4,Grado,Otros,22,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Presencial,Indefinido,5,Tecnico,Tecnologia,Por_Horas,Remoto,Obra_Servicio,4,Doctorado,Construccion,54,No,No,No,Si,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,5,Grado,Construccion,Temporal,Remoto,Obra_Servicio,3,Master,Construccion,55,No,Si,Si,Si,Si,No,Si
Temporal,Presencial,Obra_Servicio,6,Grado,Tecnologia,Medio_Tiempo,Presencial,Practicas,1,Doctorado,Otros,57,No,Si,No,Si,No,No,No
Medio_Tiempo,Hibrido,Practicas,2,Grado,Tecnologia,Por_Horas,Presencial,Indefinido,1,Tecnico,Salud,40,No,No,No,No,No,No,No
Medio_Tiempo,Hibrido,Practicas,1,Bachillerato,Construccion,Medio_Tiempo,Presencial,Practicas,5,Tecnico,Educacion,54,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,1,Grado,Educacion,Medio_Tiempo,Hibrido,Indefinido,1,Tecnico,Otros,25,No,Si,No,No,No,Si,No
Por_Horas,Presencial,Practicas,1,Doctorado,Salud,Por_Horas,Presencial,Practicas,3,Bachillerato,Salud,35,Si,Si,Si,No,Si,Si,Si
Tiempo_Completo,Remoto,Obra_Servicio,3,Bachillerato,Educacion,Tiempo_Completo,Presencial,Practicas,3,Master,Educacion,45,Si,No,No,Si,Si,Si,Si
Por_Horas,Presencial,Indefinido,3,Tecnico,Salud,Medio_Tiempo,Presencial,Indefinido,1,Master,Salud,51,No,Si,Si,Si,Si,No,Si
Temporal,Hibrido,Obra_Servicio,6,Doctorado,Salud,Tiempo_Completo,Presencial,Obra_Servicio,4,Doctorado,Construccion,20,No,No,Si,Si,No,No,No
Por_Horas,Remoto,Indefinido,1,Master,Salud,Temporal,Presencial,Indefinido,5,Master,Salud,48,No,No,Si,Si,Si,Si,Si
Temporal,Remoto,Practicas,5,Bachillerato,Otros,Medio_Tiempo,Remoto,Practicas,2,Master,Otros,21,No,Si,Si,Si,Si,No,Si
Tiempo_Completo,Hibrido,Practicas,3,Doctorado,Otros,Tiempo_Completo,Hibrido,Obra_Servicio,3,Doctorado,Otros,42,Si,Si,No,Si,Si,Si,Si
Medio_Tiempo,Remoto,Practicas,3,Tecnico,Educacion,Por_Horas,Presencial,Indefinido,1,Bachillerato,Educacion,27,No,No,No,No,Si,No,No
Medio_Tiempo,Hibrido,Practicas,3,Bachillerato,Salud,Medio_Tiempo,Remoto,Indefinido,3,Bachillerato,Construccion,49,Si,No,No,Si,No,Si,No
Tiempo_Completo,Presencial,Indefinido,3,Master,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,3,Tecnico,Educacion,30,No,No,No,No,No,Si,No
Por_Horas,Remoto,Indefinido,2,Tecnico,Salud,Temporal,Remoto,Indefinido,5,Tecnico,Salud,52,No,Si,Si,Si,Si,Si,Si
Temporal,Presencial,Indefinido,2,Tecnico,Salud,Medio_Tiempo,Presencial,Obra_Servicio,6,Doctorado,Salud,30,No,Si,No,Si,Si,Si,Si
Temporal,Hibrido,Indefinido,2,Doctorado,Educacion,Por_Horas,Remoto,Obra_Servicio,4,Grado,Salud,36,No,No,No,No,No,Si,No
Medio_Tiempo,Remoto,Indefinido,3,Grado,Construccion,Tiempo_Completo,Presencial,Obra_Servicio,2,Tecnico,Construccion,22,No,No,No,No,Si,No,No
Por_Horas,Hibrido,Practicas,3,Grado,Construccion,Tiempo_Completo,Remoto,Indefinido,6,Bachillerato,Construccion,58,No,No,No,No,Si,Si,No
Tiempo_Completo,Presencial,Obra_Servicio,4,Bachillerato,Construccion,Medio_Tiempo,Remoto,Obra_Servicio,5,Bachillerato,Construccion,32,No,No,Si,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,1,Grado,Educacion,Medio_Tiempo,Hibrido,Practicas,5,Doctorado,Educacion,38,Si,Si,No,Si,Si,Si,Si
Por_Horas,Remoto,Indefinido,5,Bachillerato,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,3,Tecnico,Salud,29,No,No,No,Si,No,No,No
Medio_Tiempo,Presencial,Practicas,3,Tecnico,Otros,Medio_Tiempo,Hibrido,Practicas,4,Bachillerato,Otros,59,Si,No,Si,No,Si,Si,Si
Tiempo_Completo,Hibrido,Indefinido,2,Master,Tecnologia,Tiempo_Completo,Presencial,Indefinido,4,Master,Otros,55,Si,No,Si,Si,No,Si,Si
Por_Horas,Presencial,Practicas,2,Doctorado,Construccion,Tiempo_Completo,Hibrido,Obra_Servicio,4,Grado,Otros,22,No,No,No,No,No,Si,No
Por_Horas,Hibrido,Practicas,2,Master,Construccion,Tiempo_Completo,Presencial,Indefinido,2,Doctorado,Construccion,29,No,No,No,Si,Si,Si,No
Por_Horas,Hibrido,Practicas,4,Bachillerato,Educacion,Tiempo_Completo,Hibrido,Indefinido,2,Master,Otros,27,No,Si,No,Si,No,No,No
Tiempo_Completo,Remoto,Obra_Servicio,2,Tecnico,Educacion,Tiempo_Completo,Presencial,Indefinido,3,Master,Educacion,59,Si,No,No,Si,Si,Si,Si
Tiempo_Completo,Remoto,Obra_Servicio,2,Grado,Educacion,Tiempo_Completo,Remoto,Practicas,5,Doctorado,Tecnologia,46,Si,Si,No,Si,No,Si,Si
Tiempo_Completo,Hibrido,Indefinido,1,Master,Construccion,Medio_Tiempo,Hibrido,Indefinido,2,Tecnico,Otros,36,No,Si,Si,No,No,Si,No
Medio_Tiempo,Remoto,Indefinido,6,Doctorado,Otros,Tiempo_Completo,Hibrido,Practicas,5,Master,Educacion,47,No,No,No,No,No,No,No
Por_Horas,Remoto,Practicas,4,Bachillerato,Educacion,Por_Horas,Presencial,Practicas,3,Bachillerato,Educacion,60,Si,No,Si,Si,Si,No,Si
Tiempo_Completo,Remoto,Obra_Servicio,6,Master,Salud,Por_Horas,Remoto,Practicas,6,Tecnico,Otros,35,No,Si,No,No,No,Si,No
Medio_Tiempo,Presencial,Indefinido,4,Doctorado,Educacion,Medio_Tiempo,Hibrido,Obra_Servicio,5,Master,Educacion,27,Si,No,No,No,Si,Si,No
Por_Horas,Presencial,Obra_Servicio,5,Tecnico,Otros,Tiempo_Completo,Hibrido,Obra_Servicio,4,Doctorado,Tecnologia,59,No,No,Si,Si,No,No,No
Medio_Tiempo,Presencial,Practicas,6,Doctorado,Tecnologia,Temporal,Presencial,Practicas,4,Bachillerato,Construccion,50,No,Si,Si,No,No,No,No
Tiempo_Completo,Remoto,Obra_Servicio,1,Tecnico,Educacion,Tiempo_Completo,Remoto,Obra_Servicio,3,Master,Otros,60,Si,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Indefinido,5,Tecnico,Educacion,Por_Horas,Remoto,Indefinido,3,Master,Construccion,50,No,Si,Si,Si,No,No,No
Medio_Tiempo,Presencial,Practicas,4,Bachillerato,Tecnologia,Medio_Tiempo,Presencial,Indefinido,4,Master,Educacion,30,Si,Si,No,Si,No,Si,Si
Por_Horas,Presencial,Practicas,2,Grado,Otros,Tiempo_Completo,Remoto,Obra_Servicio,4,Master,Otros,59,No,No,No,Si,Si,Si,No
Temporal,Remoto,Obra_Servicio,2,Master,Educacion,Medio_Tiempo,Remoto,Practicas,3,Bachillerato,Construccion,30,No,Si,No,No,No,Si,No
Medio_Tiempo,Hibrido,Obra_Servicio,2,Bachillerato,Construccion,Tiempo_Completo,Hibrido,Obra_Servicio,1,Doctorado,Construccion,50,No,Si,Si,Si,Si,No,Si
Medio_Tiempo,Hibrido,Indefinido,4,Bachillerato,Construccion,Medio_Tiempo,Presencial,Indefinido,5,Master,Salud,40,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,5,Doctorado,Educacion,Medio_Tiempo,Presencial,Indefinido,3,Doctorado,Tecnologia,56,No,No,No,Si,No,No,No
Medio_Tiempo,Presencial,Indefinido,3,Grado,Otros,Temporal,Remoto,Indefinido,2,Master,Educacion,49,No,No,Si,Si,No,No,No
Temporal,Presencial,Indefinido,5,Master,Salud,Temporal,Hibrido,Obra_Servicio,6,Doctorado,Tecnologia,39,Si,No,No,Si,No,Si,No
Temporal,Presencial,Indefinido,4,Master,Construccion,Tiempo_Completo,Presencial,Indefinido,4,Master,Otros,46,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,4,Doctorado,Otros,Tiempo_Completo,Remoto,Obra_Servicio,1,Master,Tecnologia,52,No,No,No,No,No,No,No
Tiempo_Completo,Presencial,Practicas,6,Bachillerato,Construccion,Temporal,Presencial,Practicas,3,Master,Educacion,51,No,Si,Si,Si,No,No,No
Tiempo_Completo,Presencial,Indefinido,3,Bachillerato,Construccion,Tiempo_Completo,Hibrido,Indefinido,6,Tecnico,Educacion,32,Si,No,Si,Si,No,Si,Si
Por_Horas,Presencial,Obra_Servicio,1,Tecnico,Educacion,Temporal,Remoto,Obra_Servicio,4,Doctorado,Educacion,57,No,No,Si,Si,Si,Si,Si
Temporal,Remoto,Obra_Servicio,5,Master,Otros,Por_Horas,Presencial,Practicas,3,Tecnico,Tecnologia,44,No,No,No,No,No,No,No
Tiempo_Completo,Remoto,Indefinido,2,Tecnico,Salud,Temporal,Remoto,Indefinido,6,Bachillerato,Salud,47,No,Si,Si,No,Si,Si,Si
Medio_Tiempo,Presencial,Practicas,1,Doctorado,Otros,Temporal,Presencial,Indefinido,4,Bachillerato,Construccion,37,No,Si,No,No,No,Si,No
Medio_Tiempo,Presencial,Practicas,6,Master,Tecnologia,Temporal,Hibrido,Practicas,6,Bachillerato,Construccion,40,No,No,Si,No,No,Si,No
Medio_Tiempo,Remoto,Practicas,5,Tecnico,Educacion,Tiempo_Completo,Remoto,Practicas,6,Tecnico,Salud,26,No,Si,Si,Si,No,Si,Si
Tiempo_Completo,Presencial,Practicas,1,Doctorado,Tecnologia,Tiempo_Completo,Hibrido,Practicas,4,Master,Tecnologia,21,Si,No,Si,No,Si,Si,Si
Por_Horas,Presencial,Practicas,3,Bachillerato,Otros,Tiempo_Completo,Hibrido,Practicas,2,Tecnico,Construccion,43,No,No,Si,Si,No,No,No
Temporal,Hibrido,Practicas,1,Tecnico,Educacion,Por_Horas,Hibrido,Practicas,2,Tecnico,Salud,38,No,Si,Si,Si,No,Si,Si
Por_Horas,Remoto,Obra_Servicio,1,Master,Otros,Por_Horas,Hibrido,Obra_Servicio,4,Grado,Tecnologia,31,Si,No,Si,No,No,Si,No
Por_Horas,Hibrido,Practicas,1,Master,Tecnologia,Por_Horas,Presencial,Practicas,3,Doctorado,Salud,58,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,2,Doctorado,Salud,Por_Horas,Hibrido,Practicas,6,Grado,Educacion,25,No,No,No,No,No,Si,No
Medio_Tiempo,Presencial,Practicas,4,Doctorado,Otros,Medio_Tiempo,Presencial,Obra_Servicio,4,Doctorado,Salud,56,Si,Si,No,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,5,Doctorado,Educacion,Por_Horas,Hibrido,Indefinido,5,Grado,Educacion,23,Si,Si,No,No,Si,Si,Si
Temporal,Hibrido,Obra_Servicio,3,Tecnico,Construccion,Tiempo_Completo,Presencial,Obra_Servicio,6,Grado,Construccion,53,No,No,Si,Si,Si,Si,Si
Por_Horas,Remoto,Obra_Servicio,5,Doctorado,Tecnologia,Medio_Tiempo,Hibrido,Practicas,6,Tecnico,Educacion,51,No,No,No,No,No,Si,No
Por_Horas,Presencial,Indefinido,3,Bachillerato,Tecnologia,Por_Horas,Remoto,Indefinido,1,Grado,Tecnologia,50,Si,No,Si,Si,Si,No,Si
Por_Horas,Presencial,Obra_Servicio,2,Doctorado,Tecnologia,Medio_Tiempo,Hibrido,Obra_Servicio,2,Grado,Construccion,42,No,No,Si,No,No,Si,No
Temporal,Remoto,Indefinido,6,Grado,Salud,Tiempo_Completo,Remoto,Indefinido,5,Doctorado,Salud,26,No,Si,Si,Si,Si,No,Si
Tiempo_Completo,Hibrido,Indefinido,3,Master,Salud,Tiempo_Completo,Remoto,Obra_Servicio,5,Doctorado,Salud,43,Si,No,No,Si,Si,Si,Si
Temporal,Hibrido,Indefinido,2,Bachillerato,Educacion,Medio_Tiempo,Presencial,Practicas,3,Master,Construccion,23,No,No,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Practicas,1,Tecnico,Construccion,Medio_Tiempo,Hibrido,Practicas,2,Master,Otros,26,Si,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,6,Grado,Construccion,Temporal,Presencial,Indefinido,2,Bachillerato,Otros,25,No,No,No,No,No,No,No
Tiempo_Completo,Remoto,Indefinido,2,Grado,Construccion,Tiempo_Completo,Presencial,Practicas,2,Doctorado,Construccion,40,Si,No,No,Si,Si,Si,Si
Temporal,Remoto,Practicas,2,Master,Educacion,Temporal,Presencial,Indefinido,6,Master,Otros,38,Si,No,No,Si,No,Si,No
Tiempo_Completo,Hibrido,Practicas,5,Doctorado,Educacion,Temporal,Hibrido,Obra_Servicio,6,Doctorado,Educacion,28,No,Si,No,Si,Si,Si,Si
Por_Horas,Remoto,Indefinido,2,Doctorado,Tecnologia,Temporal,Hibrido,Obra_Servicio,1,Master,Construccion,39,No,No,No,No,No,No,No
Medio_Tiempo,Presencial,Obra_Servicio,3,Master,Construccion,Medio_Tiempo,Presencial,Obra_Servicio,1,Grado,Tecnologia,26,Si,Si,Si,No,No,No,No
